id,Name,years,Remarks
1621,Potential clone entity – Amanah Harta Bumiputera,2024,"• Possible clone operating an illegal investment scheme offering high returns e.g return of RM21,000 in 3-6 hours with investment of RM250

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation and misuse of SC’s logo"
1622,"Amad, CK Trader",2024,"• Illegal investment scheme offering high returns e.g return of RM5,000 in 3-6 hours with investment of RM300

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation and misuse of SC’s name"
1623,Potential clone entity – Aiiman Asset,2024,"Misusing the name and credentials of AIIMAN Asset Management Sdn Bhd (eCMSL/A0249/2008) a licensed entity with SC for dealing in securities (dealing in securities restricted to unit trusts) and fund management (fund management in relation to portfolio management) to carry out an illegal investment scheme offering high returns e.g. return of RM13,000 in 4-8 hours with investment of RM300"
1624,Potential clone entity – Al-Isra Group Syariah,2024,"• Possible clone operating an illegal investment scheme offering high returns e.g return of RM10,000 in 1-3 hours with investment of RM500

• Carrying on unlicensed capital market activities of dealing in securities"
1625,"Mahadi Bin Badrul Zaman 
(NRIC: 830419-07-5435)

AUF MBZ Consortium Plt 
(LLP0028423-LGN)",2024,Carrying on unlicensed capital market activities of dealing in securities in relation to the marketing of Unlisted Public Company shares
1626,Amarkets,2024,Carrying on unlicensed capital market activities of dealing in securities
1627,Amarkets,2024,Carrying on unlicensed capital market activities of dealing in securities
1628,Auto Binary Sahabat / Sahabat Invest Melayu / ARZ Sahabat Invest,2024,"• Illegal investment scheme offering high returns e.g return of RM5,000 in 3-6 hours with investment of RM300• Carrying on unlicensed capital market activities of dealing in securities"
1629,Admin Saham Malaysia / Pelaburan Saham Malaysia,2024,"• Illegal investment scheme offering high returns e.g return of RM10,000 in 3 - 6 hours with investment of RM500

• Carrying on unlicensed capital market activities of dealing in securities"
1630,Amtech Power,2024,"• Illegal investment scheme offering high returns e.g return of RM15,412 with investment of RM300

• Carrying on unlicensed capital market activities of dealing in securities"
1631,Potential clone entity – Ai Trade Malaysia,2024,"• Possible clone operating an illegal investment scheme

• Carrying on unlicensed capital market activities of fund management

• Misrepresentation and misuse of SC’s name"
1632,Potential clone entity – Al-Rajhi Bank Telegram Group,2024,"Misusing the name and credentials of Al Rajhi Banking & Investment Corporation (Malaysia) Berhad (a licensed Islamic Bank with Bank Negara Malaysia) to carry out an illegal investment scheme offering high returns e.g. return of RM15,000 in 3-6 hours with investment of RM500"
1633,Bursa Saham KL Trader,2024,"• Illegal investment scheme offering high returns e.g return of RM15,000 in 3 hours with investment of RM500
• Carrying on unlicensed capital market activities of dealing in securities
• Misrepresentation and misuse of SC’s name"
1634,Potential clone entity – BLACKLINE TRADING,2024,"• Possible clone operating an illegal investment scheme offering high returns e.g return of RM1,000 in 3 hours with investment of RM300

• Carrying on unlicensed capital market activities of dealing in securities

• Misrepresentation and misuse of SC’s name"
1635,Potential clone entity – Bursa Malaysia Biz,2024,Misusing the name and credentials of Bursa Malaysia Berhad (an exchange holding company under the purview of the SC and the Ministry of Finance) to carry out an illegal investment scheme
1636,Bitget,2024,Operating a digital asset exchange (DAX) without registration
1637,Berkat Nasional Berhad,2024,"• Platform operating an Illegal investment scheme

• Carrying on unlicensed capital market activities of dealing in securities"
1638,Bursa Berkah,2024,"• Illegal investment scheme offering high returns e.g return of RM13,999 in 3-6 hours with investment of RM300

• Carrying on unlicensed capital market activities of dealing in securities"
1639,BTC Investmen Malaysia,2024,"• Illegal investment scheme offering high returns e.g. return of RM10,000 in 3-6 hours with investment of RM500

• Carrying on unlicensed capital market activities of dealing in securities"
1640,Butter Trade,2024,"• Illegal investment scheme offering high returns

• Carrying on unlicensed capital market activities of dealing in securities"
1641,Bit Vortex,2024,"• Illegal investment scheme offering high returns

• Carrying on unlicensed capital market activities of dealing in securities"
1642,Potential clone entity – BelleoFX,2024,"• Possible clone operating an illegal investment scheme offering high returns e.g return of RM7,000 in 3-6 hours with investment of RM300

• Carrying on unlicensed capital market activities of dealing in securities"
1643,Potential clone entity – BelleoFX Saham Trader,2024,"• Illegal investment scheme offering high returns e.g return of RM7,000 in 1-3 hours with investment of RM300

• Carrying on unlicensed capital market activities of dealing in securities"
1644,BAM Pro / Baly Pro,2024,Carrying on unlicensed capital market activities of dealing in securities
1645,Potential clone entity – HSBC,2024,Misusing the name and credentials of HSBC Bank Malaysia Berhad (a licensed Commercial Bank with Bank Negara Malaysia) to carry out an illegal investment scheme
1646,HFM / HF Markets,2024,Carrying on unlicensed capital market activities of dealing in securities
1647,Potential clone entity – HFM / HF Markets / HFM Investment Global Trading,2024,"• Possible clone operating an illegal investment scheme offering high returns

• Carrying on unlicensed capital market activities of dealing in securities"
1648,HOH Global Resources,2024,Misrepresentation and misuse of SC’s name and logo
1649,HKM Traders,2024,"• Illegal investment scheme offering high returns e.g return of RM10,000 in 3-6 hours with investment of RM500

• Carrying on unlicensed capital market activities of dealing in securities"
1650,Potential clone entity – Hong Leong Corp Telegram Group,2024,"Misusing the name and credentials of Hong Leong Bank Berhad (a licensed commercial bank with Bank Negara Malaysia) to carry out an illegal investment scheme offering high returns e.g. return of RM9,000 with investment of RM500"
1651,Potential clone entity – IGT Portal Investment Malaysia / Teck Guan Group,2024,"• Possible clone operating an Illegal investment scheme offering high returns e.g return of RM5,500 with investment of RM250• Carrying on unlicensed capital market activities of dealing in securities"
1652,Islamic Inc,2024,Carrying on unlicensed capital market activities of dealing in securities
1653,Investor Saham (Bom Frofit),2024,"• Illegal investment scheme offering high returns e.g return of RM30,000 in 3 hours with investment of RM1,000

• Carrying on unlicensed capital market activities of dealing in securities"
1654,Potential clone entity – iFast work / iFast TradingViews,2024,"Misusing the name and credentials of iFAST Capital Sdn Bhd (eCMSL/A0229/2008) a licensed entity with SC for dealing in securities, fund management (fund management in relation to portfolio management), investment advice, financial planning and dealing in private retirement schemes to carry out an illegal investment scheme"
1655,Potential clone entity – IGT Portal Investment Malaysia / Teck Guan Group,2024,"• Possible clone operating an Illegal investment scheme offering high returns e.g return of RM5,500 with investment of RM250

• Carrying on unlicensed capital market activities of dealing in securities"
1656,Potential clone entity – IFAST Capital,2024,"Misusing the name and credentials of iFast Capital Sdn. Bhd. (a licensed entity with SC for Dealing in Securities, Fund Management, Dealing in Private Retirement Scheme, Investment Advice and Financial Planning) to carry out an illegal investment scheme offering high returns e.g. return of RM14,892 in 3-4 hours with investment of RM300"
